Invoice ID,Date,City,Branch,Customer Type,Gender,Product Line,Unit Price,Quantity,Payment,Rating,Total,Tax
INV-0481,2024-04-25,Bangalore,C,Normal,Female,Home and lifestyle,39.34,8,Cash,7.6,314.72,15.74
INV-0482,2024-04-26,Mumbai,C,Normal,Female,Fashion accessories,87.35,9,Credit card,3.9,786.15,39.31
INV-0483,2024-04-27,Delhi,A,Normal,Female,Sports and travel,60.27,3,Credit card,1.4,180.81,9.04
INV-0484,2024-04-28,Delhi,A,Normal,Male,Food and beverages,72.12,7,Credit card,5.7,504.84,25.24
INV-0485,2024-04-29,Mumbai,B,Member,Male,Fashion accessories,50.76,3,Credit card,8.6,152.28,7.61
INV-0486,2024-04-30,Delhi,A,Member,Male,Food and beverages,66.55,3,Ewallet,9.0,199.65,9.98
INV-0487,2024-05-01,Mumbai,A,Normal,Male,Health and Beauty,36.11,3,Credit card,6.1,108.33,5.42
INV-0488,2024-05-02,Bangalore,A,Normal,Male,Home and lifestyle,10.84,1,Ewallet,6.9,10.84,0.54
INV-0489,2024-05-03,Delhi,C,Member,Male,Sports and travel,61.91,8,Cash,6.9,495.28,24.76
INV-0490,2024-05-04,Mumbai,A,Member,Male,Fashion accessories,38.03,2,Ewallet,2.6,76.06,3.8
INV-0491,2024-05-05,Bangalore,B,Normal,Female,Health and Beauty,56.55,2,Cash,9.1,113.1,5.66
INV-0492,2024-05-06,Bangalore,C,Member,Female,Health and Beauty,92.48,2,Credit card,8.9,184.96,9.25
INV-0493,2024-05-07,Mumbai,A,Member,Male,Fashion accessories,48.38,5,Credit card,7.6,241.9,12.1
INV-0494,2024-05-08,Delhi,C,Member,Male,Fashion accessories,32.27,2,Ewallet,7.5,64.54,3.23
INV-0495,2024-05-09,Delhi,A,Member,Male,Food and beverages,43.42,1,Credit card,3.5,43.42,2.17
INV-0496,2024-05-10,Delhi,A,Normal,Female,Electronic accessories,93.87,6,Credit card,4.7,563.22,28.16
INV-0497,2024-05-11,Delhi,A,Normal,Female,Sports and travel,94.32,1,Credit card,2.8,94.32,4.72
INV-0498,2024-05-12,Mumbai,C,Member,Female,Fashion accessories,85.99,5,Cash,8.1,429.95,21.5
INV-0499,2024-05-13,Bangalore,B,Normal,Male,Electronic accessories,92.82,2,Cash,9.2,185.64,9.28
INV-0500,2024-05-14,Bangalore,C,Member,Male,Electronic accessories,30.51,6,Cash,8.2,183.06,9.15
INV-0501,2024-05-15,Delhi,B,Member,Female,Fashion accessories,17.87,4,Ewallet,2.6,71.48,3.57
INV-0502,2024-05-16,Delhi,B,Normal,Male,Food and beverages,30.46,1,Credit card,2.7,30.46,1.52
INV-0503,2024-05-17,Bangalore,B,Normal,Female,Electronic accessories,38.29,8,Ewallet,6.7,306.32,15.32
INV-0504,2024-05-18,Bangalore,C,Member,Female,Sports and travel,25.73,1,Ewallet,1.1,25.73,1.29
INV-0505,2024-05-19,Mumbai,A,Normal,Male,Fashion accessories,64.64,9,Ewallet,1.8,581.76,29.09
INV-0506,2024-05-20,Bangalore,A,Normal,Male,Fashion accessories,47.22,1,Cash,6.6,47.22,2.36
INV-0507,2024-05-21,Delhi,C,Member,Female,Electronic accessories,83.47,6,Credit card,4.9,500.82,25.04
INV-0508,2024-05-22,Mumbai,B,Member,Male,Electronic accessories,26.66,1,Ewallet,2.6,26.66,1.33
INV-0509,2024-05-23,Mumbai,A,Normal,Male,Health and Beauty,73.17,5,Ewallet,6.7,365.85,18.29
INV-0510,2024-05-24,Mumbai,C,Member,Female,Health and Beauty,31.63,5,Cash,3.6,158.15,7.91
INV-0511,2024-05-25,Bangalore,A,Normal,Female,Fashion accessories,61.68,7,Credit card,8.8,431.76,21.59
INV-0512,2024-05-26,Mumbai,C,Normal,Female,Food and beverages,41.41,8,Cash,6.5,331.28,16.56
INV-0513,2024-05-27,Mumbai,B,Member,Female,Sports and travel,15.13,3,Ewallet,5.2,45.39,2.27
INV-0514,2024-05-28,Bangalore,C,Normal,Female,Food and beverages,30.59,3,Credit card,6.2,91.77,4.59
INV-0515,2024-05-29,Delhi,A,Normal,Male,Health and Beauty,69.77,5,Cash,8.3,348.85,17.44
INV-0516,2024-05-30,Delhi,C,Normal,Female,Sports and travel,54.75,3,Cash,9.6,164.25,8.21
INV-0517,2024-05-31,Mumbai,B,Member,Male,Food and beverages,56.71,4,Ewallet,3.3,226.84,11.34
INV-0518,2024-06-01,Delhi,A,Normal,Female,Food and beverages,25.72,1,Credit card,4.6,25.72,1.29
INV-0519,2024-06-02,Bangalore,B,Normal,Male,Home and lifestyle,61.36,3,Cash,9.0,184.08,9.2
INV-0520,2024-06-03,Bangalore,A,Member,Female,Health and Beauty,99.71,7,Ewallet,3.4,697.97,34.9
INV-0521,2024-06-04,Bangalore,B,Member,Male,Food and beverages,83.52,1,Ewallet,7.1,83.52,4.18
INV-0522,2024-06-05,Mumbai,B,Normal,Female,Health and Beauty,63.49,6,Ewallet,4.4,380.94,19.05
INV-0523,2024-06-06,Delhi,A,Normal,Female,Home and lifestyle,97.84,2,Credit card,2.2,195.68,9.78
INV-0524,2024-06-07,Bangalore,C,Normal,Female,Food and beverages,91.14,7,Cash,1.7,637.98,31.9
INV-0525,2024-06-08,Delhi,A,Member,Male,Sports and travel,63.6,3,Ewallet,7.3,190.8,9.54
INV-0526,2024-06-09,Bangalore,B,Member,Female,Food and beverages,12.92,6,Cash,5.5,77.52,3.88
INV-0527,2024-06-10,Mumbai,A,Member,Female,Sports and travel,18.42,1,Ewallet,8.5,18.42,0.92
INV-0528,2024-06-11,Bangalore,B,Member,Female,Food and beverages,15.88,2,Ewallet,6.9,31.76,1.59
INV-0529,2024-06-12,Delhi,B,Member,Female,Fashion accessories,50.66,2,Credit card,1.4,101.32,5.07
INV-0530,2024-06-13,Delhi,B,Normal,Male,Health and Beauty,43.79,4,Ewallet,2.4,175.16,8.76
INV-0531,2024-06-14,Delhi,B,Member,Male,Sports and travel,97.78,6,Credit card,9.3,586.68,29.33
INV-0532,2024-06-15,Bangalore,A,Member,Male,Electronic accessories,25.12,7,Ewallet,6.7,175.84,8.79
INV-0533,2024-06-16,Delhi,B,Normal,Male,Electronic accessories,97.55,8,Credit card,6.2,780.4,39.02
INV-0534,2024-06-17,Delhi,C,Member,Male,Health and Beauty,79.07,7,Credit card,2.9,553.49,27.67
INV-0535,2024-06-18,Delhi,B,Member,Male,Sports and travel,84.18,8,Ewallet,1.2,673.44,33.67
INV-0536,2024-06-19,Mumbai,C,Member,Female,Sports and travel,66.94,7,Ewallet,9.4,468.58,23.43
INV-0537,2024-06-20,Delhi,B,Normal,Female,Sports and travel,70.19,8,Cash,5.1,561.52,28.08
INV-0538,2024-06-21,Mumbai,A,Normal,Male,Fashion accessories,52.92,8,Ewallet,9.2,423.36,21.17
INV-0539,2024-06-22,Bangalore,B,Normal,Male,Home and lifestyle,11.18,3,Credit card,1.0,33.54,1.68
INV-0540,2024-06-23,Delhi,C,Normal,Male,Home and lifestyle,41.77,1,Ewallet,6.3,41.77,2.09
INV-0541,2024-06-24,Mumbai,B,Normal,Male,Home and lifestyle,54.29,5,Credit card,7.7,271.45,13.57
INV-0542,2024-06-25,Delhi,A,Member,Male,Fashion accessories,75.71,5,Cash,4.7,378.55,18.93
INV-0543,2024-06-26,Mumbai,C,Normal,Male,Fashion accessories,52.18,5,Ewallet,5.3,260.9,13.04
INV-0544,2024-06-27,Delhi,A,Member,Male,Sports and travel,51.17,2,Ewallet,7.6,102.34,5.12
INV-0545,2024-06-28,Bangalore,B,Normal,Female,Fashion accessories,22.39,6,Credit card,2.0,134.34,6.72
INV-0546,2024-06-29,Bangalore,C,Member,Female,Health and Beauty,10.98,7,Cash,7.6,76.86,3.84
INV-0547,2024-06-30,Bangalore,C,Member,Female,Electronic accessories,78.25,3,Ewallet,5.1,234.75,11.74
INV-0548,2024-07-01,Delhi,B,Member,Female,Electronic accessories,38.8,1,Credit card,8.9,38.8,1.94
INV-0549,2024-07-02,Mumbai,A,Normal,Male,Health and Beauty,98.59,3,Ewallet,7.1,295.77,14.79
INV-0550,2024-07-03,Delhi,C,Normal,Female,Electronic accessories,29.82,4,Credit card,1.5,119.28,5.96
INV-0551,2024-07-04,Mumbai,B,Member,Female,Fashion accessories,40.48,9,Cash,2.4,364.32,18.22
INV-0552,2024-07-05,Mumbai,B,Member,Male,Sports and travel,57.15,9,Ewallet,6.6,514.35,25.72
INV-0553,2024-07-06,Delhi,A,Normal,Female,Electronic accessories,77.94,5,Ewallet,6.2,389.7,19.48
INV-0554,2024-07-07,Mumbai,B,Normal,Male,Sports and travel,51.75,9,Credit card,2.6,465.75,23.29
INV-0555,2024-07-08,Bangalore,C,Member,Male,Electronic accessories,21.23,3,Ewallet,2.0,63.69,3.18
INV-0556,2024-07-09,Bangalore,B,Member,Female,Electronic accessories,38.13,7,Cash,8.8,266.91,13.35
INV-0557,2024-07-10,Mumbai,B,Member,Female,Food and beverages,55.41,5,Ewallet,3.5,277.05,13.85
INV-0558,2024-07-11,Bangalore,B,Normal,Female,Home and lifestyle,70.65,7,Credit card,9.6,494.55,24.73
INV-0559,2024-07-12,Mumbai,B,Member,Female,Sports and travel,79.31,5,Cash,8.3,396.55,19.83
INV-0560,2024-07-13,Bangalore,C,Member,Female,Sports and travel,21.73,6,Credit card,1.3,130.38,6.52
INV-0561,2024-07-14,Delhi,B,Normal,Male,Food and beverages,12.06,8,Cash,4.6,96.48,4.82
INV-0562,2024-07-15,Delhi,B,Normal,Male,Fashion accessories,56.72,1,Ewallet,1.0,56.72,2.84
INV-0563,2024-07-16,Mumbai,A,Member,Female,Health and Beauty,82.9,6,Ewallet,2.6,497.4,24.87
INV-0564,2024-07-17,Delhi,B,Member,Male,Health and Beauty,11.13,6,Ewallet,5.2,66.78,3.34
INV-0565,2024-07-18,Mumbai,B,Normal,Female,Fashion accessories,70.52,4,Ewallet,2.1,282.08,14.1
INV-0566,2024-07-19,Delhi,A,Member,Male,Health and Beauty,71.81,9,Cash,1.2,646.29,32.31
INV-0567,2024-07-20,Mumbai,C,Member,Female,Electronic accessories,50.43,3,Ewallet,1.4,151.29,7.56
INV-0568,2024-07-21,Bangalore,B,Normal,Female,Food and beverages,92.33,1,Ewallet,9.1,92.33,4.62
INV-0569,2024-07-22,Delhi,A,Member,Female,Electronic accessories,67.99,6,Ewallet,8.0,407.94,20.4
INV-0570,2024-07-23,Mumbai,B,Member,Female,Health and Beauty,10.47,4,Credit card,9.8,41.88,2.09
INV-0571,2024-07-24,Mumbai,A,Member,Female,Sports and travel,53.6,9,Ewallet,7.7,482.4,24.12
INV-0572,2024-07-25,Delhi,C,Member,Female,Sports and travel,87.34,9,Cash,4.7,786.06,39.3
INV-0573,2024-07-26,Bangalore,C,Normal,Male,Fashion accessories,84.74,6,Cash,7.7,508.44,25.42
INV-0574,2024-07-27,Mumbai,B,Normal,Female,Home and lifestyle,68.42,9,Credit card,4.4,615.78,30.79
INV-0575,2024-07-28,Mumbai,B,Normal,Male,Home and lifestyle,70.63,8,Credit card,5.5,565.04,28.25
INV-0576,2024-07-29,Delhi,C,Member,Male,Electronic accessories,62.06,5,Credit card,1.4,310.3,15.52
INV-0577,2024-07-30,Delhi,C,Normal,Female,Electronic accessories,34.67,6,Ewallet,3.8,208.02,10.4
INV-0578,2024-07-31,Delhi,C,Member,Male,Home and lifestyle,60.45,6,Credit card,9.8,362.7,18.14
INV-0579,2024-08-01,Delhi,A,Normal,Female,Food and beverages,70.46,1,Cash,2.9,70.46,3.52
INV-0580,2024-08-02,Mumbai,B,Normal,Female,Health and Beauty,41.72,8,Credit card,1.1,333.76,16.69
INV-0581,2024-08-03,Mumbai,B,Normal,Male,Health and Beauty,87.02,2,Cash,6.4,174.04,8.7
INV-0582,2024-08-04,Delhi,B,Member,Male,Sports and travel,27.55,5,Cash,3.3,137.75,6.89
INV-0583,2024-08-05,Bangalore,C,Member,Female,Home and lifestyle,77.26,5,Credit card,7.7,386.3,19.32
INV-0584,2024-08-06,Delhi,B,Normal,Male,Electronic accessories,36.06,9,Cash,3.2,324.54,16.23
INV-0585,2024-08-07,Mumbai,B,Normal,Male,Electronic accessories,79.64,3,Ewallet,4.8,238.92,11.95
INV-0586,2024-08-08,Mumbai,C,Normal,Female,Electronic accessories,48.5,3,Ewallet,5.1,145.5,7.28
INV-0587,2024-08-09,Delhi,B,Normal,Male,Sports and travel,82.69,7,Ewallet,8.6,578.83,28.94
INV-0588,2024-08-10,Bangalore,C,Normal,Female,Food and beverages,41.82,8,Ewallet,9.2,334.56,16.73
INV-0589,2024-08-11,Bangalore,C,Member,Female,Food and beverages,29.23,2,Ewallet,6.7,58.46,2.92
INV-0590,2024-08-12,Delhi,C,Normal,Male,Home and lifestyle,79.06,6,Ewallet,2.3,474.36,23.72
INV-0591,2024-08-13,Delhi,C,Member,Male,Electronic accessories,37.78,4,Cash,5.9,151.12,7.56
INV-0592,2024-08-14,Delhi,A,Member,Female,Home and lifestyle,75.99,9,Credit card,8.2,683.91,34.2
INV-0593,2024-08-15,Delhi,A,Member,Female,Electronic accessories,77.0,5,Ewallet,1.9,385.0,19.25
INV-0594,2024-08-16,Delhi,B,Normal,Male,Home and lifestyle,29.93,1,Ewallet,1.4,29.93,1.5
INV-0595,2024-08-17,Bangalore,C,Member,Male,Sports and travel,29.27,5,Ewallet,2.5,146.35,7.32
INV-0596,2024-08-18,Delhi,A,Normal,Male,Food and beverages,27.91,1,Ewallet,5.7,27.91,1.4
INV-0597,2024-08-19,Delhi,C,Normal,Female,Food and beverages,22.83,6,Cash,5.1,136.98,6.85
INV-0598,2024-08-20,Bangalore,A,Normal,Female,Sports and travel,43.94,8,Ewallet,1.8,351.52,17.58
INV-0599,2024-08-21,Bangalore,C,Member,Female,Fashion accessories,12.4,6,Ewallet,2.8,74.4,3.72
INV-0600,2024-08-22,Bangalore,B,Normal,Male,Home and lifestyle,19.98,6,Credit card,8.4,119.88,5.99
INV-0601,2024-08-23,Bangalore,B,Normal,Female,Food and beverages,70.71,8,Cash,3.1,565.68,28.28
INV-0602,2024-08-24,Bangalore,B,Normal,Male,Home and lifestyle,81.98,3,Credit card,6.3,245.94,12.3
INV-0603,2024-08-25,Mumbai,B,Normal,Male,Food and beverages,17.25,5,Ewallet,1.8,86.25,4.31
INV-0604,2024-08-26,Mumbai,A,Normal,Male,Home and lifestyle,30.85,3,Cash,9.3,92.55,4.63
INV-0605,2024-08-27,Delhi,B,Member,Male,Health and Beauty,28.69,5,Cash,7.3,143.45,7.17
INV-0606,2024-08-28,Mumbai,A,Member,Male,Food and beverages,92.56,1,Credit card,4.7,92.56,4.63
INV-0607,2024-08-29,Delhi,A,Normal,Female,Health and Beauty,74.02,6,Ewallet,8.5,444.12,22.21
INV-0608,2024-08-30,Bangalore,B,Normal,Female,Home and lifestyle,59.85,4,Ewallet,5.6,239.4,11.97
INV-0609,2024-08-31,Mumbai,C,Normal,Female,Food and beverages,37.41,8,Credit card,9.7,299.28,14.96
INV-0610,2024-09-01,Bangalore,C,Member,Female,Food and beverages,85.14,5,Credit card,6.7,425.7,21.28
INV-0611,2024-09-02,Bangalore,A,Normal,Male,Sports and travel,49.18,7,Cash,2.2,344.26,17.21
INV-0612,2024-09-03,Mumbai,B,Member,Male,Fashion accessories,93.11,1,Ewallet,4.5,93.11,4.66
INV-0613,2024-09-04,Mumbai,C,Member,Male,Home and lifestyle,73.54,1,Ewallet,9.5,73.54,3.68
INV-0614,2024-09-05,Mumbai,C,Member,Male,Home and lifestyle,53.02,5,Ewallet,10.0,265.1,13.26
INV-0615,2024-09-06,Mumbai,A,Member,Male,Health and Beauty,21.36,2,Ewallet,2.4,42.72,2.14
INV-0616,2024-09-07,Delhi,A,Normal,Male,Electronic accessories,97.84,4,Credit card,3.6,391.36,19.57
INV-0617,2024-09-08,Bangalore,A,Member,Male,Home and lifestyle,24.39,5,Credit card,1.9,121.95,6.1
INV-0618,2024-09-09,Mumbai,A,Member,Male,Sports and travel,28.23,2,Ewallet,6.8,56.46,2.82
INV-0619,2024-09-10,Bangalore,A,Normal,Male,Electronic accessories,48.81,7,Ewallet,5.9,341.67,17.08
INV-0620,2024-09-11,Delhi,B,Normal,Female,Electronic accessories,46.38,4,Cash,9.0,185.52,9.28
INV-0621,2024-09-12,Delhi,A,Member,Female,Fashion accessories,23.21,3,Credit card,7.3,69.63,3.48
INV-0622,2024-09-13,Bangalore,C,Member,Female,Health and Beauty,75.64,5,Credit card,8.0,378.2,18.91
INV-0623,2024-09-14,Delhi,A,Member,Female,Sports and travel,26.99,3,Ewallet,5.2,80.97,4.05
INV-0624,2024-09-15,Mumbai,B,Member,Male,Health and Beauty,67.95,7,Cash,4.2,475.65,23.78
INV-0625,2024-09-16,Mumbai,C,Normal,Male,Home and lifestyle,77.89,8,Cash,3.7,623.12,31.16
INV-0626,2024-09-17,Mumbai,B,Member,Female,Sports and travel,28.97,2,Ewallet,5.9,57.94,2.9
INV-0627,2024-09-18,Mumbai,C,Member,Male,Electronic accessories,64.09,1,Credit card,7.6,64.09,3.2
INV-0628,2024-09-19,Delhi,B,Normal,Male,Home and lifestyle,77.4,1,Cash,5.5,77.4,3.87
INV-0629,2024-09-20,Mumbai,A,Normal,Female,Electronic accessories,67.44,9,Cash,1.1,606.96,30.35
INV-0630,2024-09-21,Mumbai,A,Normal,Male,Home and lifestyle,63.74,6,Cash,6.3,382.44,19.12
INV-0631,2024-09-22,Mumbai,A,Member,Female,Home and lifestyle,36.59,3,Ewallet,8.4,109.77,5.49
INV-0632,2024-09-23,Delhi,B,Normal,Female,Electronic accessories,75.84,8,Ewallet,7.8,606.72,30.34
INV-0633,2024-09-24,Mumbai,A,Normal,Female,Home and lifestyle,95.08,6,Ewallet,2.7,570.48,28.52
INV-0634,2024-09-25,Delhi,A,Normal,Female,Fashion accessories,48.3,6,Cash,4.2,289.8,14.49
INV-0635,2024-09-26,Bangalore,B,Member,Female,Sports and travel,80.4,8,Ewallet,5.5,643.2,32.16
INV-0636,2024-09-27,Bangalore,C,Normal,Male,Electronic accessories,15.05,3,Credit card,6.0,45.15,2.26
INV-0637,2024-09-28,Mumbai,B,Member,Female,Sports and travel,85.17,1,Credit card,6.5,85.17,4.26
INV-0638,2024-09-29,Bangalore,C,Member,Male,Fashion accessories,27.3,9,Ewallet,4.9,245.7,12.28
INV-0639,2024-09-30,Mumbai,A,Member,Male,Health and Beauty,45.56,4,Cash,8.9,182.24,9.11
INV-0640,2024-10-01,Mumbai,C,Member,Male,Sports and travel,37.01,3,Ewallet,4.3,111.03,5.55
INV-0641,2024-10-02,Delhi,B,Normal,Male,Health and Beauty,17.21,8,Cash,8.8,137.68,6.88
INV-0642,2024-10-03,Mumbai,A,Normal,Male,Food and beverages,91.42,9,Cash,3.3,822.78,41.14
INV-0643,2024-10-04,Mumbai,C,Member,Female,Sports and travel,43.31,4,Ewallet,10.0,173.24,8.66
INV-0644,2024-10-05,Mumbai,C,Normal,Female,Home and lifestyle,57.76,6,Cash,2.4,346.56,17.33
INV-0645,2024-10-06,Mumbai,B,Normal,Female,Health and Beauty,54.47,1,Cash,5.8,54.47,2.72
INV-0646,2024-10-07,Mumbai,B,Normal,Female,Home and lifestyle,21.89,7,Cash,6.1,153.23,7.66
INV-0647,2024-10-08,Delhi,C,Normal,Male,Sports and travel,28.58,1,Cash,2.9,28.58,1.43
INV-0648,2024-10-09,Mumbai,A,Member,Male,Fashion accessories,16.86,9,Cash,2.8,151.74,7.59
INV-0649,2024-10-10,Mumbai,B,Normal,Female,Health and Beauty,55.71,2,Credit card,6.1,111.42,5.57
INV-0650,2024-10-11,Delhi,C,Member,Female,Health and Beauty,33.54,7,Credit card,3.6,234.78,11.74
INV-0651,2024-10-12,Mumbai,B,Normal,Female,Home and lifestyle,42.14,4,Ewallet,9.6,168.56,8.43
INV-0652,2024-10-13,Delhi,B,Member,Female,Health and Beauty,19.73,5,Cash,9.3,98.65,4.93
INV-0653,2024-10-14,Delhi,B,Normal,Male,Food and beverages,80.88,9,Cash,2.8,727.92,36.4
INV-0654,2024-10-15,Mumbai,B,Normal,Female,Home and lifestyle,19.59,8,Credit card,5.1,156.72,7.84
INV-0655,2024-10-16,Mumbai,C,Member,Female,Fashion accessories,98.71,6,Cash,6.4,592.26,29.61
INV-0656,2024-10-17,Mumbai,C,Member,Male,Electronic accessories,25.94,6,Credit card,6.7,155.64,7.78
INV-0657,2024-10-18,Delhi,C,Normal,Female,Sports and travel,61.52,3,Ewallet,4.2,184.56,9.23
INV-0658,2024-10-19,Delhi,B,Normal,Male,Fashion accessories,14.04,1,Cash,8.5,14.04,0.7
INV-0659,2024-10-20,Bangalore,A,Normal,Male,Home and lifestyle,80.84,7,Credit card,5.3,565.88,28.29
INV-0660,2024-10-21,Delhi,B,Normal,Male,Sports and travel,27.06,1,Ewallet,5.0,27.06,1.35
INV-0661,2024-10-22,Mumbai,C,Member,Male,Fashion accessories,57.51,7,Cash,2.1,402.57,20.13
INV-0662,2024-10-23,Mumbai,C,Member,Female,Electronic accessories,76.61,5,Ewallet,6.4,383.05,19.15
INV-0663,2024-10-24,Mumbai,B,Member,Male,Sports and travel,23.49,6,Cash,5.9,140.94,7.05
INV-0664,2024-10-25,Mumbai,A,Normal,Female,Home and lifestyle,59.6,6,Ewallet,2.0,357.6,17.88
INV-0665,2024-10-26,Mumbai,C,Member,Male,Sports and travel,29.5,3,Cash,4.2,88.5,4.42
INV-0666,2024-10-27,Bangalore,C,Normal,Male,Food and beverages,78.33,1,Credit card,9.1,78.33,3.92
INV-0667,2024-10-28,Mumbai,B,Member,Male,Fashion accessories,75.06,7,Credit card,6.2,525.42,26.27
INV-0668,2024-10-29,Bangalore,B,Normal,Female,Fashion accessories,25.89,3,Ewallet,8.1,77.67,3.88
INV-0669,2024-10-30,Delhi,A,Normal,Male,Food and beverages,87.58,1,Cash,4.6,87.58,4.38
INV-0670,2024-10-31,Delhi,C,Member,Male,Electronic accessories,11.78,3,Cash,9.9,35.34,1.77
INV-0671,2024-11-01,Mumbai,C,Normal,Female,Fashion accessories,87.42,1,Ewallet,1.5,87.42,4.37
INV-0672,2024-11-02,Delhi,A,Member,Male,Food and beverages,60.3,8,Ewallet,2.2,482.4,24.12
INV-0673,2024-11-03,Bangalore,A,Member,Female,Food and beverages,46.29,6,Cash,1.1,277.74,13.89
INV-0674,2024-11-04,Delhi,C,Normal,Female,Fashion accessories,78.29,5,Cash,9.7,391.45,19.57
INV-0675,2024-11-05,Bangalore,A,Normal,Male,Fashion accessories,74.52,3,Cash,9.6,223.56,11.18
INV-0676,2024-11-06,Bangalore,A,Member,Male,Home and lifestyle,98.86,4,Ewallet,7.2,395.44,19.77
INV-0677,2024-11-07,Delhi,B,Member,Female,Fashion accessories,35.03,8,Ewallet,6.3,280.24,14.01
INV-0678,2024-11-08,Mumbai,C,Normal,Female,Home and lifestyle,10.34,5,Cash,7.1,51.7,2.59
INV-0679,2024-11-09,Bangalore,C,Member,Female,Electronic accessories,94.05,4,Cash,5.2,376.2,18.81
INV-0680,2024-11-10,Bangalore,B,Normal,Male,Health and Beauty,87.21,5,Cash,7.1,436.05,21.8
INV-0681,2024-11-11,Bangalore,B,Member,Female,Sports and travel,75.6,5,Cash,7.6,378.0,18.9
INV-0682,2024-11-12,Delhi,B,Member,Female,Health and Beauty,56.5,8,Credit card,3.3,452.0,22.6
INV-0683,2024-11-13,Mumbai,B,Normal,Male,Fashion accessories,73.63,5,Ewallet,9.8,368.15,18.41
INV-0684,2024-11-14,Mumbai,A,Member,Male,Food and beverages,80.25,6,Credit card,4.8,481.5,24.08
INV-0685,2024-11-15,Mumbai,C,Normal,Female,Home and lifestyle,43.74,8,Credit card,7.0,349.92,17.5
INV-0686,2024-11-16,Delhi,B,Normal,Male,Food and beverages,79.33,4,Cash,3.7,317.32,15.87
INV-0687,2024-11-17,Delhi,B,Member,Female,Sports and travel,77.56,1,Credit card,3.5,77.56,3.88
INV-0688,2024-11-18,Delhi,B,Member,Male,Food and beverages,65.19,3,Ewallet,5.7,195.57,9.78
INV-0689,2024-11-19,Bangalore,B,Normal,Female,Home and lifestyle,46.17,2,Ewallet,7.2,92.34,4.62
INV-0690,2024-11-20,Mumbai,C,Member,Female,Health and Beauty,72.76,5,Cash,4.9,363.8,18.19
INV-0691,2024-11-21,Bangalore,B,Normal,Male,Food and beverages,10.28,5,Cash,3.0,51.4,2.57
INV-0692,2024-11-22,Bangalore,C,Normal,Female,Food and beverages,79.74,4,Credit card,5.4,318.96,15.95
INV-0693,2024-11-23,Bangalore,C,Member,Female,Sports and travel,90.68,4,Ewallet,9.9,362.72,18.14
INV-0694,2024-11-24,Mumbai,C,Normal,Male,Sports and travel,31.54,6,Cash,9.1,189.24,9.46
INV-0695,2024-11-25,Bangalore,B,Normal,Female,Sports and travel,20.87,7,Ewallet,8.8,146.09,7.3
INV-0696,2024-11-26,Mumbai,C,Normal,Male,Sports and travel,29.83,9,Ewallet,8.9,268.47,13.42
INV-0697,2024-11-27,Mumbai,C,Member,Female,Fashion accessories,37.19,3,Cash,5.5,111.57,5.58
INV-0698,2024-11-28,Delhi,A,Member,Female,Electronic accessories,89.47,9,Cash,1.4,805.23,40.26
INV-0699,2024-11-29,Delhi,B,Normal,Female,Sports and travel,58.88,4,Ewallet,2.2,235.52,11.78
INV-0700,2024-11-30,Mumbai,A,Member,Female,Sports and travel,35.8,4,Ewallet,5.8,143.2,7.16
INV-0701,2024-12-01,Bangalore,C,Member,Male,Food and beverages,22.45,3,Cash,9.1,67.35,3.37
INV-0702,2024-12-02,Delhi,B,Member,Male,Health and Beauty,36.11,7,Cash,3.7,252.77,12.64
INV-0703,2024-12-03,Bangalore,C,Normal,Female,Health and Beauty,65.25,9,Ewallet,4.1,587.25,29.36
INV-0704,2024-12-04,Bangalore,B,Member,Female,Sports and travel,39.17,8,Cash,4.5,313.36,15.67
INV-0705,2024-12-05,Delhi,A,Normal,Female,Food and beverages,51.16,7,Ewallet,6.4,358.12,17.91
INV-0706,2024-12-06,Delhi,B,Member,Female,Electronic accessories,49.97,7,Ewallet,3.2,349.79,17.49
INV-0707,2024-12-07,Bangalore,C,Normal,Male,Sports and travel,84.53,6,Cash,7.1,507.18,25.36
INV-0708,2024-12-08,Mumbai,C,Normal,Male,Health and Beauty,48.37,8,Credit card,1.7,386.96,19.35
INV-0709,2024-12-09,Mumbai,B,Member,Male,Home and lifestyle,41.11,5,Credit card,2.4,205.55,10.28
INV-0710,2024-12-10,Bangalore,B,Normal,Male,Home and lifestyle,70.75,3,Cash,9.3,212.25,10.61
INV-0711,2024-12-11,Bangalore,B,Member,Female,Home and lifestyle,29.93,5,Credit card,4.1,149.65,7.48
INV-0712,2024-12-12,Mumbai,B,Member,Female,Electronic accessories,52.05,5,Cash,8.0,260.25,13.01
INV-0713,2024-12-13,Delhi,C,Member,Male,Fashion accessories,38.33,2,Ewallet,3.1,76.66,3.83
INV-0714,2024-12-14,Delhi,A,Member,Female,Food and beverages,66.42,2,Cash,9.6,132.84,6.64
INV-0715,2024-12-15,Delhi,C,Normal,Male,Fashion accessories,88.96,9,Credit card,1.8,800.64,40.03
INV-0716,2024-12-16,Mumbai,A,Member,Female,Electronic accessories,50.29,7,Credit card,1.7,352.03,17.6
INV-0717,2024-12-17,Mumbai,C,Normal,Female,Fashion accessories,80.6,4,Ewallet,8.2,322.4,16.12
INV-0718,2024-12-18,Delhi,A,Member,Female,Sports and travel,51.13,6,Ewallet,5.3,306.78,15.34
INV-0719,2024-12-19,Mumbai,C,Normal,Male,Food and beverages,69.06,1,Ewallet,1.2,69.06,3.45
INV-0720,2024-12-20,Delhi,A,Member,Female,Electronic accessories,21.87,5,Cash,3.7,109.35,5.47
